Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Services.Tenure in Months,Services.Offer,Services.Internet Type,Services.Premium Tech Support,Services.Streaming TV,Services.Streaming Movies,Services.Contract,Services.Payment Method,Services.Monthly Charge,Services.Total Charges,Services.Total Revenue,Status.Satisfaction Score,Status.Churn Value,Status.Churn Score,Status.CLTV,Age Group,Tenure Group
0,77,0,1,0,0,0,1,5,1,0,0,0,0,0,25.25,25.25,25.25,2,1,87,4628,3,3
0,65,0,1,0,0,0,9,0,2,0,0,0,2,1,75.5,637.4,862.04,3,0,30,3021,3,3
1,78,0,1,1,0,0,13,0,2,0,0,0,0,0,70.45,849.1,1324.51,5,0,53,5225,3,0
1,79,0,1,0,0,0,67,1,1,1,0,0,2,0,64.55,4250.1,6185.06,3,0,67,4494,3,1
0,78,0,1,0,0,0,1,5,2,0,0,0,0,0,71.15,71.15,115.9,3,1,85,5287,3,3
0,79,0,1,1,0,0,50,2,2,0,1,0,0,0,88.05,4367.35,6323.35,3,1,87,5813,3,1
0,73,0,1,0,0,0,1,5,2,0,0,0,2,1,70.6,70.6,133.21,4,0,25,2576,3,3
1,72,0,1,0,0,0,4,0,1,0,1,1,2,1,50.95,207.35,207.35,3,0,33,2104,3,3
0,72,0,1,0,0,0,66,0,2,0,1,1,1,0,108.1,7238.6,7474.22,3,0,20,4722,3,1
0,69,0,1,0,0,0,20,0,2,0,0,0,0,0,79.15,1520.9,1757.3,1,1,95,4997,3,0
1,74,0,1,0,0,0,33,3,0,1,1,1,1,0,54.6,1803.7,1803.7,4,0,30,5322,3,2
1,71,0,1,1,0,0,46,2,2,0,0,1,0,0,80.4,3605.2,5861.72,3,1,75,4876,3,2
1,61,0,0,1,0,0,7,0,1,0,0,0,0,0,48.7,340.25,376.16,2,1,91,2984,3,3
0,73,0,1,1,0,0,47,0,2,0,0,0,0,0,80.35,3825.85,5716.42,1,1,95,5915,3,2
1,70,0,1,0,0,0,2,0,2,0,1,1,0,0,93.85,196.75,247.13,1,1,70,4998,3,3
0,20,1,0,0,0,0,60,0,2,0,1,1,0,0,105.9,6396.45,7038.45,2,1,84,4105,0,1
0,77,0,1,1,0,0,65,0,2,0,0,1,1,0,94.4,6126.15,8616.95,4,0,7,5348,3,1
1,65,0,1,1,0,0,70,0,1,1,1,1,2,1,90.05,6333.4,7178.3,3,0,47,4666,3,1
0,66,0,1,0,0,0,1,5,0,0,0,0,0,0,55.8,55.8,82.02,1,1,87,5527,3,3
1,67,0,1,0,0,0,18,0,2,0,0,0,0,1,80.55,1411.65,2109.87,5,0,27,5137,3,0
1,21,1,0,1,0,0,4,5,2,0,1,1,0,0,101.15,385.9,424.14,1,1,84,4417,0,3
0,68,0,1,0,0,0,13,0,1,0,0,0,1,0,54.8,731.3,867.93,4,0,7,5557,3,0
1,77,0,1,0,0,0,41,2,2,0,1,1,0,0,98.4,4187.75,5912.21,1,1,91,2169,3,2
1,25,1,0,0,0,0,1,0,0,0,0,1,0,0,55.0,55.0,102.22,1,1,71,4877,0,3
1,71,0,1,1,0,0,66,0,1,1,1,0,2,1,79.4,5154.6,7286.58,1,1,73,5910,3,1
1,52,0,0,0,0,0,24,3,2,0,0,0,0,0,80.25,1861.5,3044.7,1,1,77,4418,2,0
1,39,0,0,1,0,0,40,2,1,0,0,0,1,0,42.35,1716.45,1716.45,1,1,67,5422,1,2
1,68,0,1,0,0,0,35,3,2,0,1,1,0,0,101.4,3496.3,4885.45,3,1,92,3689,3,2
1,69,0,1,1,0,0,38,3,0,0,0,0,0,0,24.85,955.75,955.75,3,0,33,3511,3,2
1,37,0,0,0,0,0,1,0,1,0,0,0,0,1,48.55,48.55,59.9,1,1,77,5687,1,3
0,79,0,1,0,0,0,26,3,2,0,1,1,0,0,91.25,2351.8,3253.74,3,1,76,5154,3,2
0,63,0,0,1,0,0,33,0,2,0,0,1,0,1,86.15,2745.7,3218.92,2,1,66,3336,3,2
0,80,0,1,0,0,0,18,0,2,1,0,0,0,0,85.45,1505.85,1548.33,1,1,91,5145,3,0
1,65,0,1,0,0,0,1,5,2,0,0,0,0,0,71.65,71.65,100.11,2,1,84,5674,3,3
0,73,0,1,1,0,0,71,1,2,0,0,0,2,1,80.7,5676.0,8799.29,3,0,54,4583,3,1
0,74,0,1,1,0,0,24,3,0,0,0,1,0,1,40.65,933.3,933.3,1,1,85,3843,3,0
0,47,0,0,1,0,0,2,0,2,0,0,0,0,0,70.4,147.15,239.61,1,1,75,5687,2,3
0,70,0,1,0,0,0,1,5,2,0,0,0,0,0,74.2,74.2,123.15,2,1,71,4684,3,3
0,79,0,1,1,0,0,5,5,2,0,0,0,1,0,70.05,302.6,329.7,4,0,24,2064,3,3
1,68,0,1,1,0,0,43,2,2,0,1,1,0,0,101.0,4388.4,5882.15,1,1,87,3123,3,2
1,80,0,1,0,0,0,1,0,2,0,0,0,0,0,73.65,73.65,113.53,3,1,86,5443,3,3
1,75,0,1,1,0,0,72,0,2,0,0,1,2,1,102.65,7550.3,9602.3,3,0,66,4680,3,1
0,80,0,1,0,0,0,33,0,1,0,1,1,2,0,59.45,1884.65,1884.65,4,0,30,3116,3,2
0,69,0,1,0,0,0,4,0,2,0,0,1,0,0,88.85,372.45,423.89,3,1,74,2754,3,3
1,77,0,1,1,0,0,36,0,2,0,1,1,0,0,96.5,3436.1,4034.06,3,1,82,4652,3,2
0,78,0,1,1,0,0,6,0,2,0,0,1,0,0,84.35,474.9,647.16,3,1,77,5721,3,3
0,80,0,1,0,0,0,3,0,1,0,0,0,0,0,25.3,77.75,77.75,3,1,74,3542,3,3
1,66,0,1,1,0,0,41,2,0,1,1,1,1,0,111.95,4534.9,6381.54,2,1,93,3711,3,2
1,74,0,1,0,0,0,47,0,1,1,0,0,2,0,59.6,2754.0,3448.66,3,0,33,3155,3,2
0,78,0,1,1,0,0,72,1,2,0,1,1,1,1,105.0,7578.05,9578.93,5,0,56,6423,3,1
0,56,0,0,0,0,0,28,3,2,0,0,1,0,0,89.95,2625.55,3473.39,1,1,90,2468,2,2
0,77,0,1,1,0,0,17,0,2,0,1,1,0,0,92.55,1614.7,1679.81,3,0,23,3689,3,0
1,70,0,1,0,0,0,1,0,2,0,0,0,0,0,69.1,69.1,85.29,3,1,83,2767,3,3
0,75,0,1,1,0,0,3,0,2,1,1,0,0,1,83.9,267.4,289.54,1,1,68,3464,3,3
0,71,0,1,0,0,0,44,0,2,0,1,1,1,1,109.8,4860.35,7049.35,3,0,35,5720,3,2
1,60,0,0,0,0,0,12,0,0,1,1,1,0,2,112.95,1384.75,1582.15,2,1,90,3965,2,3
0,69,0,1,0,0,0,2,5,2,0,0,0,0,0,78.55,149.55,237.47,2,1,92,5203,3,3
0,72,0,1,0,0,0,72,1,2,1,1,1,2,0,111.65,7943.45,11169.77,5,0,75,5388,3,1
0,74,0,1,0,0,0,8,5,2,1,1,1,2,1,100.15,908.55,1227.43,4,0,42,5157,3,3
0,41,0,0,1,0,0,2,5,0,0,0,0,0,1,44.6,80.55,140.93,2,1,91,4884,1,3
1,66,0,1,0,0,0,49,2,2,0,1,1,0,0,96.2,4718.25,6303.89,2,1,74,5904,3,1
1,57,0,0,0,0,0,1,5,1,0,0,0,0,2,45.7,45.7,51.25,3,1,95,2295,2,3
0,69,0,1,1,0,0,29,0,0,0,0,1,1,0,45.0,1228.65,1228.65,3,0,50,3094,3,2
1,69,0,1,0,0,0,30,0,2,0,0,1,2,1,90.5,2595.85,2717.05,3,0,53,5983,3,2
0,75,0,1,0,0,0,6,5,2,0,0,0,0,0,74.4,434.1,507.56,1,1,91,3964,3,3
1,74,0,1,0,0,0,24,3,2,0,0,0,1,1,70.0,1732.6,2634.12,3,0,77,5242,3,0
0,75,0,1,1,0,0,7,5,2,0,0,1,0,0,84.55,646.85,796.86,1,1,80,5245,3,3
1,40,0,0,1,0,0,2,5,3,0,0,0,1,2,19.85,35.9,66.18,3,1,68,2362,1,3
0,67,0,1,0,0,0,20,4,2,0,0,1,0,1,85.8,1727.5,2313.3,1,1,75,3336,3,0
1,68,0,1,1,0,0,7,0,2,0,0,0,0,0,74.85,485.25,532.92,4,0,44,2259,3,3
0,49,0,0,0,0,0,29,3,2,0,1,1,0,1,98.6,2933.2,3737.95,1,1,72,5144,2,2
1,79,0,1,1,0,0,57,0,2,0,0,1,1,0,89.85,4925.35,7014.97,5,0,36,4429,3,1
0,75,0,1,1,0,0,54,2,2,0,1,1,1,1,101.5,5373.1,7181.56,2,1,68,6405,3,1
0,74,0,1,0,0,0,2,5,2,0,0,0,0,0,69.6,131.65,162.29,3,1,74,4596,3,3
0,54,0,0,0,0,0,44,0,2,0,0,0,0,0,84.8,3862.55,5630.03,2,1,66,3997,2,2
0,74,0,1,0,0,0,30,0,0,0,1,0,0,0,40.3,1172.95,1272.95,2,1,94,3016,3,2
0,70,0,1,1,0,0,72,0,1,1,1,1,2,1,89.1,6352.4,8112.08,3,0,39,4627,3,1
0,65,0,1,1,1,3,65,2,2,0,1,1,1,0,107.45,7047.5,8320.2,4,0,32,6211,3,1
1,67,0,1,1,0,0,58,2,2,0,1,1,0,0,98.7,5812.6,5997.04,1,1,91,4662,3,1
1,72,0,1,0,0,0,1,5,2,0,0,0,2,0,70.05,70.05,73.02,3,0,51,2469,3,3
0,67,0,1,0,0,0,19,0,2,1,1,1,1,2,105.0,2007.25,2178.3,3,0,59,3524,3,0
1,50,0,0,0,0,0,1,5,1,0,0,0,0,1,50.9,50.9,57.85,1,1,83,5111,2,3
0,69,0,1,1,0,0,24,0,2,0,1,1,0,0,93.55,2264.05,2585.17,2,1,91,4937,3,0
0,74,0,1,0,0,0,32,0,2,0,0,1,2,0,79.5,2665.0,4220.84,4,0,24,3041,3,2
0,68,0,1,0,0,0,45,2,2,0,1,1,1,0,100.15,4459.8,4770.3,4,0,21,2636,3,2
1,51,0,0,0,0,0,59,0,3,0,0,0,2,1,19.35,1099.6,2656.55,3,1,83,5084,2,1
1,70,0,1,1,0,0,27,0,2,0,0,1,0,0,95.55,2510.2,3576.43,1,1,75,2999,3,2
0,79,0,1,0,0,0,2,0,1,0,0,0,0,0,24.35,41.85,41.85,1,1,72,3278,3,3
0,54,0,0,0,0,0,15,0,2,1,1,1,0,0,105.1,1582.75,1918.6,1,1,84,2122,2,0
0,34,0,0,0,0,0,8,0,2,0,1,0,0,0,80.1,679.3,970.42,1,1,67,5071,1,3
0,76,0,1,0,0,0,29,0,2,1,1,1,0,0,98.65,2862.75,3471.17,1,1,93,4235,3,2
1,78,0,1,1,0,0,5,0,2,0,0,0,0,0,79.9,343.95,397.25,2,1,90,4324,3,3
0,69,0,1,0,0,0,41,0,2,1,1,1,1,0,101.1,4016.2,4615.21,5,0,38,2227,3,2
1,53,0,0,0,0,0,10,0,2,1,1,1,0,0,110.1,1043.3,1223.6,1,1,76,5803,2,3
0,71,0,1,1,1,1,22,4,2,0,1,0,2,0,85.35,1961.6,2845.78,5,0,49,2656,3,0
1,60,0,0,0,0,0,1,5,0,0,0,0,0,0,24.8,24.8,24.8,2,1,73,5087,2,3
0,79,0,1,0,0,0,28,0,2,1,1,1,0,0,103.3,2890.65,3678.57,2,1,78,4136,3,2
1,62,0,0,0,0,0,25,3,3,0,0,0,1,0,25.3,676.35,815.6,3,1,79,3779,3,2
0,80,0,1,1,0,0,43,0,0,1,1,1,1,0,107.55,4533.9,5269.02,2,1,93,4423,3,2
1,68,0,1,1,0,0,20,0,2,1,1,1,1,0,107.05,2172.05,2723.25,3,0,65,5328,3,0
1,73,0,1,0,0,0,24,0,2,0,1,1,0,1,102.95,2496.7,2574.22,3,1,66,5245,3,0
0,68,0,1,0,0,0,71,1,2,1,1,0,1,1,99.65,7181.25,7458.86,4,0,63,5448,3,1
1,30,0,0,0,0,0,1,5,2,0,0,0,0,1,70.6,70.6,115.19,2,1,69,3338,0,3
1,27,1,0,1,0,0,49,0,2,0,1,1,0,0,99.8,4872.45,7302.51,1,1,83,6088,0,1
0,74,0,1,1,0,0,43,2,2,1,1,1,1,1,109.55,4830.25,5206.5,2,1,69,5863,3,2
1,69,0,1,1,0,0,16,0,2,0,1,1,0,0,98.75,1587.55,1830.11,2,1,87,3392,3,0
1,51,0,0,1,0,0,5,5,2,1,0,0,0,0,85.4,401.1,567.18,3,1,80,3676,2,3
1,43,0,0,1,0,0,47,0,2,1,1,1,0,0,107.35,5118.95,6892.73,2,1,91,3620,1,2
1,73,0,1,0,0,0,2,0,0,0,1,0,0,0,66.4,94.55,105.69,1,1,87,4522,3,3
0,56,0,0,0,1,2,39,0,1,0,0,0,0,1,30.1,1131.3,1281.3,3,1,72,3106,2,2
0,20,1,0,1,0,0,52,0,2,0,1,1,0,0,105.05,5624.85,6147.93,2,1,65,4839,0,1
0,45,0,0,1,0,0,31,0,3,0,0,0,0,1,19.55,658.95,1591.12,3,1,67,2687,1,2
1,53,0,0,0,0,0,35,3,2,0,0,0,0,1,75.35,2636.05,3512.45,3,1,79,2785,2,2
1,71,0,1,1,0,0,66,0,2,1,1,1,0,1,100.05,6871.9,10162.0,2,1,72,4512,3,1
0,25,1,0,0,0,0,1,5,2,0,0,0,0,2,80.2,80.2,81.43,3,1,90,3056,0,3
1,79,0,1,1,0,0,21,0,1,0,0,1,1,0,64.95,1339.8,2241.75,4,0,23,4604,3,0
0,68,0,1,1,0,0,66,0,2,1,1,1,1,1,105.95,6975.25,8806.75,2,1,86,6117,3,1
1,41,0,0,0,0,0,1,5,2,0,0,1,0,0,86.6,86.6,92.03,3,1,93,5228,1,3
0,78,0,1,0,0,0,8,0,2,0,1,1,0,0,101.35,780.5,1132.34,3,1,68,5546,3,3
0,70,0,1,0,0,0,31,0,2,0,0,0,0,0,73.9,2217.15,2695.48,1,1,75,2560,3,2
0,66,0,1,0,0,0,37,0,2,0,1,1,0,0,96.55,3580.3,3702.4,2,1,81,4448,3,2
0,64,0,0,0,0,0,4,5,2,0,1,0,0,1,89.6,365.65,512.69,1,1,87,4689,3,3
1,65,0,1,0,0,0,24,0,2,0,1,1,0,0,101.25,2440.15,3135.67,3,1,87,4287,3,0
1,21,1,0,0,0,0,2,5,1,0,1,1,0,0,49.25,90.35,90.35,3,1,90,5775,0,3
1,71,0,1,1,0,0,34,0,2,1,1,0,1,1,90.15,3128.8,4029.46,3,0,38,3202,3,2
1,78,0,1,0,0,0,2,0,1,0,0,0,0,0,44.15,92.65,179.97,2,1,86,5655,3,3
0,79,0,1,1,0,0,72,1,2,1,1,1,2,1,116.75,8277.05,9339.05,3,0,68,5098,3,1
0,60,0,0,0,0,0,3,5,2,0,0,0,0,0,79.1,246.5,343.79,1,1,74,5339,2,3
0,74,0,1,0,0,0,8,0,2,0,0,0,0,0,75.75,606.25,716.65,3,1,92,4174,3,3
1,44,0,0,1,0,0,38,0,2,0,0,0,0,0,79.45,3013.05,4396.87,1,1,85,2405,1,2
1,78,0,1,1,0,0,1,0,2,0,0,0,0,0,80.3,80.3,97.81,1,1,87,4138,3,3
0,65,0,1,1,0,0,65,2,2,1,1,1,2,1,105.85,6725.5,9097.35,4,0,80,4872,3,1
1,52,0,0,1,0,0,18,0,2,0,1,1,0,1,95.15,1779.95,1796.96,3,1,68,4643,2,0
0,79,0,1,0,0,0,9,0,2,0,1,0,0,0,80.85,751.65,1141.71,2,1,71,5242,3,3
0,76,0,1,0,0,0,49,2,2,0,0,1,0,1,90.85,4515.85,6714.97,2,1,70,5651,3,1
1,71,0,1,0,0,0,25,3,2,0,1,0,0,0,88.95,2291.2,3482.7,2,1,91,3878,3,2
0,23,1,0,0,0,0,41,2,2,1,1,1,0,0,114.5,4527.45,5411.41,1,1,80,3038,0,2
1,71,0,1,1,0,0,3,0,2,0,1,1,0,0,105.9,334.65,458.55,2,1,71,2715,3,3
1,67,0,1,0,0,0,1,0,0,0,0,0,0,0,25.1,25.1,25.1,3,1,85,5437,3,3
1,73,0,1,1,0,0,29,0,2,0,1,1,0,0,94.45,2653.65,2834.9,1,1,71,2233,3,2
1,41,0,0,1,0,0,1,5,2,0,0,0,0,0,70.0,70.0,99.15,3,1,90,4094,1,3
1,77,0,1,0,0,0,3,0,2,0,1,0,0,0,79.9,260.9,269.84,2,1,90,4367,3,3
1,65,0,1,1,1,1,11,0,2,0,0,0,1,1,75.2,775.3,1090.34,5,0,28,5193,3,3
0,73,0,1,0,0,0,30,0,2,0,1,1,0,0,99.7,2967.35,4355.65,1,1,69,3548,3,2
0,65,0,1,1,0,0,29,0,2,0,1,1,0,0,99.05,2952.85,3600.42,1,1,82,3179,3,2
1,38,0,0,0,0,0,1,0,1,0,0,1,0,0,35.55,35.55,35.55,1,1,71,3958,1,3
1,74,0,1,1,0,0,41,2,2,0,0,0,0,0,83.75,3273.55,5152.99,1,1,71,4995,3,2
0,76,0,1,1,0,0,42,2,2,0,0,0,0,1,74.15,3229.4,3351.2,1,1,94,2322,3,2
1,69,0,1,0,0,0,51,0,2,0,1,1,1,0,94.0,4905.75,5116.89,4,0,77,6034,3,1
0,78,0,1,1,0,0,72,0,1,1,1,1,2,1,92.45,6440.25,8295.69,1,1,78,5697,3,1
1,69,0,1,0,0,0,4,5,2,0,0,0,0,0,70.65,293.85,318.57,4,0,34,4510,3,3
0,77,0,1,0,0,0,6,5,2,0,1,1,1,0,89.35,567.8,616.16,3,0,75,2578,3,3
0,78,0,1,1,0,0,11,4,2,0,1,1,0,0,99.55,1131.2,1145.28,3,1,71,3172,3,3
1,71,0,1,0,0,0,1,5,1,0,0,0,2,0,46.3,46.3,57.81,4,0,65,2546,3,3
0,75,0,1,1,0,0,56,0,0,1,0,0,1,1,68.45,4014.0,5515.92,4,0,79,4368,3,1
1,66,0,1,0,0,0,8,0,2,0,0,0,0,0,81.25,585.95,626.11,1,1,72,3812,3,3
1,58,0,0,0,0,0,19,4,2,0,0,1,0,0,86.0,1532.45,1950.24,1,1,91,4857,2,0
0,69,0,1,0,0,0,1,0,0,0,0,0,0,1,50.55,50.55,73.11,1,1,95,3357,3,3
0,74,0,1,0,0,0,27,0,2,0,0,1,0,0,85.25,2287.25,3128.84,1,1,80,5172,3,2
0,67,0,1,1,0,0,55,0,2,1,1,0,2,1,88.8,4805.3,6631.85,3,0,73,4291,3,1
1,73,0,1,1,0,0,35,0,2,0,1,1,1,0,100.8,3437.5,3511.7,5,0,38,3318,3,2
1,79,0,1,0,0,0,35,0,1,1,1,1,1,0,73.0,2471.25,2577.65,4,0,59,2715,3,2
0,68,0,1,0,0,0,1,0,2,0,0,1,0,0,85.05,85.05,101.42,1,1,96,2975,3,3
0,68,0,1,0,0,0,54,0,2,0,0,0,0,0,79.5,4370.25,6841.83,1,1,78,5684,3,1
0,27,1,0,0,0,0,18,0,2,0,1,0,0,0,85.2,1553.9,1993.1,3,1,77,3326,0,0
0,68,0,1,0,0,0,4,0,2,0,0,0,0,0,74.9,321.75,426.67,1,1,78,2122,3,3
0,34,0,0,0,0,0,9,5,2,0,1,1,0,0,94.75,889.9,1010.53,2,1,83,2893,1,3
0,75,0,1,0,0,0,25,0,2,0,1,1,0,1,102.8,2660.2,3572.7,1,1,94,4969,3,2
1,73,0,1,0,0,0,9,0,2,0,0,1,0,0,83.85,790.15,880.51,1,1,71,3723,3,3
0,68,0,1,0,0,0,60,0,2,1,1,1,1,0,106.0,6441.4,8614.8,3,1,78,5507,3,1
0,72,0,1,0,0,0,27,0,2,0,0,1,0,1,88.3,2467.75,2925.13,3,1,96,2420,3,2
1,65,0,1,1,0,0,30,0,2,0,0,0,0,2,77.9,2351.45,2437.25,3,0,49,2009,3,2
0,68,0,1,1,0,0,56,0,0,0,1,1,0,0,100.65,5688.05,7711.41,1,1,85,4803,3,1
1,76,0,1,1,0,0,72,0,1,1,1,1,2,1,64.45,4641.1,4641.1,5,0,68,5295,3,1
0,74,0,1,1,0,0,66,0,0,0,1,1,2,0,80.55,5265.1,6697.3,3,1,94,4400,3,1
1,77,0,1,1,0,0,54,2,2,1,1,1,2,0,110.45,6077.75,7835.99,4,0,77,4425,3,1
1,71,0,1,1,0,0,24,0,2,0,0,0,0,0,78.85,1772.25,1821.45,1,1,65,3079,3,0
1,73,0,1,1,0,0,43,2,2,0,1,1,0,0,103.0,4414.3,5163.79,1,1,91,2505,3,2
1,75,0,1,1,0,0,24,0,1,0,0,1,0,0,39.1,971.3,971.3,1,1,89,4591,3,0
0,50,0,0,0,0,0,2,0,2,0,1,0,0,0,91.4,193.6,272.84,1,1,80,5100,2,3
1,77,0,1,0,0,0,55,2,1,0,1,0,0,0,44.85,2479.05,2479.05,3,0,49,5829,3,1
0,66,0,1,1,0,0,65,0,2,0,1,1,1,0,106.25,6979.8,8194.65,1,1,69,5965,3,1
1,71,0,1,1,1,1,38,0,2,0,1,1,1,0,101.15,3741.85,4817.25,5,0,78,4036,3,2
1,69,0,1,1,0,0,69,0,1,0,0,0,1,1,29.8,2134.3,2134.3,3,0,43,5681,3,1
1,76,0,1,0,0,0,1,0,2,0,1,1,0,0,94.0,94.0,115.85,1,1,67,4176,3,3
1,71,0,1,0,0,0,55,0,1,0,1,1,1,0,50.05,2743.45,2743.45,4,0,70,4932,3,1
0,67,0,1,0,0,0,15,4,2,0,0,1,0,0,89.85,1424.95,1489.15,2,1,91,2668,3,0
0,79,0,1,0,0,0,8,0,2,0,1,1,0,0,105.5,829.55,1190.83,3,1,72,5546,3,3
0,45,0,0,0,0,0,29,0,1,0,0,1,0,0,68.85,1970.5,2000.08,1,1,79,5449,1,2
1,78,0,1,0,0,0,7,0,2,0,0,0,0,1,73.75,545.15,771.95,2,1,84,5638,3,3
1,68,0,1,1,0,0,7,0,0,1,0,0,2,0,64.2,475.0,497.33,4,0,74,5116,3,3
0,67,0,1,1,0,0,69,0,2,0,0,1,1,1,87.3,6055.55,8439.5,3,0,69,4148,3,1
1,79,0,1,0,0,0,9,5,1,0,0,0,0,0,54.55,494.05,516.1,1,1,79,4656,3,3
1,56,0,0,0,0,0,8,5,2,0,1,1,0,0,100.85,819.55,845.71,2,1,90,3849,2,3
0,78,0,1,0,0,0,37,3,2,0,0,0,0,0,76.25,2841.55,3838.7,3,1,91,5859,3,2
0,55,0,0,1,0,0,5,5,2,0,0,0,0,0,69.95,330.15,415.55,2,1,81,2969,2,3
1,74,0,1,0,0,0,24,0,0,0,0,0,2,1,54.8,1291.3,1609.14,5,0,25,4330,3,0
0,71,0,1,0,0,0,3,5,2,0,0,0,0,0,70.4,204.7,211.48,3,1,67,2491,3,3
0,50,0,0,1,0,0,63,0,2,0,1,1,1,0,107.5,6873.75,7055.34,3,1,96,6144,2,1
0,76,0,1,1,0,0,48,0,2,1,1,1,0,0,117.45,5438.9,7504.82,1,1,67,5915,3,2
1,80,0,1,1,0,0,33,0,1,1,1,0,2,0,50.0,1750.85,1750.85,3,0,65,5600,3,2
0,73,0,1,1,0,0,66,0,2,1,1,1,1,1,108.1,7181.95,7639.99,3,0,35,5360,3,1
0,75,0,1,0,0,0,28,3,2,0,1,1,0,0,106.15,3152.5,3423.26,1,1,83,5030,3,2
1,75,0,1,1,0,0,37,0,2,0,0,0,2,0,72.25,2575.45,3446.43,3,0,20,4121,3,2
1,69,0,1,0,0,0,36,3,2,0,1,0,0,0,90.85,3186.7,4026.58,1,1,92,5692,3,2
0,67,0,1,1,1,2,62,0,2,0,0,1,2,1,96.1,6019.35,9006.47,4,0,37,5868,3,1
0,75,0,1,1,1,3,28,0,1,0,1,0,1,0,35.9,973.65,1013.65,5,0,34,5444,3,2
0,79,0,1,0,0,0,17,4,2,0,0,0,1,1,82.65,1470.05,1488.07,4,0,26,3754,3,0
0,68,0,1,0,0,0,1,0,2,0,0,0,2,0,71.25,71.25,98.85,4,0,49,5033,3,3
1,75,0,1,0,0,0,72,0,2,1,1,1,2,0,113.8,7845.8,9622.04,3,0,56,4598,3,1
0,74,0,1,1,0,0,60,0,2,0,1,1,1,1,100.5,6029.0,7689.8,5,0,34,6442,3,1
0,80,0,1,0,0,0,30,0,2,0,1,1,2,0,104.1,3121.1,4379.0,4,0,59,5655,3,2
0,70,0,1,1,0,0,50,2,2,0,1,1,0,0,108.75,5431.9,5890.9,3,0,54,5211,3,1
0,69,0,1,0,0,0,32,0,1,1,0,0,1,0,54.65,1830.1,2477.54,5,0,56,4045,3,2
0,71,0,1,1,0,0,60,2,2,0,1,1,0,0,105.9,6401.25,8713.85,5,0,40,5084,3,1
1,66,0,1,0,0,0,8,5,2,0,0,0,2,0,69.7,572.85,907.65,4,0,20,5242,3,3
0,79,0,1,0,0,0,13,0,2,0,0,1,0,0,82.0,1127.2,1185.05,2,1,91,3363,3,0
0,72,0,1,0,0,0,1,5,2,0,0,0,1,0,72.1,72.1,79.87,4,0,50,4432,3,3
0,71,0,1,0,0,0,5,0,2,0,0,0,0,1,69.05,318.5,468.75,3,1,74,3368,3,3
1,73,0,1,0,0,0,37,3,2,0,1,1,0,0,101.1,3744.05,5152.27,1,1,87,4424,3,2
0,79,0,1,0,0,0,5,0,1,0,1,1,0,0,45.7,198.0,198.0,3,1,73,3561,3,3
0,67,0,1,1,0,0,28,3,2,1,1,1,0,1,101.3,2812.2,3272.24,3,1,68,4994,3,2
1,69,0,1,0,0,0,25,0,2,0,1,0,0,0,89.5,2196.15,2657.65,1,1,90,4849,3,2
1,79,0,1,0,0,0,71,1,3,0,0,0,2,1,24.65,1766.75,2104.0,3,0,73,4788,3,1
0,73,0,1,1,0,0,70,1,3,0,0,0,2,1,19.55,1462.05,2575.05,3,0,22,5209,3,1
0,69,0,1,1,0,0,64,0,2,0,0,1,1,0,97.0,6430.9,6671.54,3,0,68,4053,3,1
1,72,0,1,1,0,0,10,0,2,1,1,0,0,1,92.5,934.1,1145.3,1,1,77,2415,3,3
0,75,0,1,0,0,0,1,0,2,0,0,0,0,1,74.45,74.45,114.06,3,1,67,4291,3,3
0,76,0,1,0,0,0,10,0,0,1,0,0,0,0,29.65,291.4,401.4,2,1,89,5702,3,3
0,69,0,1,0,0,0,3,0,2,0,0,0,0,0,70.3,235.5,252.12,3,1,91,5165,3,3
1,76,0,1,0,0,0,12,0,2,0,1,1,0,0,99.45,1200.15,1462.83,3,1,91,2819,3,3
0,68,0,1,0,0,0,26,3,2,0,1,0,0,0,89.15,2277.65,2513.99,1,1,89,4074,3,2
0,77,0,1,1,0,0,1,0,1,0,0,0,0,0,24.8,24.8,24.8,1,1,73,5377,3,3
1,80,0,1,0,0,0,71,0,2,1,1,1,1,0,105.75,7382.85,7815.95,4,0,54,4921,3,1
0,72,0,1,0,0,0,7,0,2,0,1,1,1,0,89.15,574.35,688.87,5,0,25,2415,3,3
1,74,0,1,1,0,0,49,0,1,0,0,0,2,1,49.8,2398.4,2480.23,3,0,37,4306,3,1
0,66,0,1,1,0,0,42,0,2,0,1,0,0,0,95.55,3930.6,4891.98,3,0,26,4121,3,2
0,72,0,1,1,0,0,27,0,2,0,1,1,0,0,101.25,2754.45,3991.59,1,1,77,4853,3,2
0,70,0,1,0,0,0,16,4,1,0,0,0,1,0,54.1,889.0,1044.52,3,0,38,2276,3,0
0,77,0,1,1,0,0,61,0,2,1,0,0,0,1,94.2,5895.45,7954.2,3,0,76,5274,3,1
1,67,0,1,0,0,0,32,3,2,0,1,1,0,1,96.15,3019.25,3833.65,2,1,79,2246,3,2
0,66,0,1,0,0,0,5,0,2,0,1,0,0,1,84.85,415.55,572.3,1,1,74,3305,3,3
0,79,0,1,0,0,0,22,0,2,0,0,0,0,0,74.4,1692.6,1804.58,1,1,81,2407,3,0
0,69,0,1,1,0,0,1,0,1,0,0,0,0,0,46.0,46.0,53.74,1,1,67,4531,3,3
1,60,0,0,0,0,0,1,5,2,0,1,0,0,0,79.5,79.5,128.47,2,1,92,4490,2,3
